Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:07,20-Mar-2025 21:03:07,32.93756,-117.29236,093.4 026.4,093.4,026.4,3.000,3.021,,14.3931,,14.3844,,14.3888,33.4392,,33.4386,33.4379,,33.4352,33.4369,6.0182,,6.2458,,5.7948,,6.1679,,,262.245,272.6307,288.3420,252.506,290.2153,288.0958,288.2189,0.1939,,1.4681,2.4296,0.7380,,4.2669,4.074,24.8988,,24.8997,,,,,,,0.0000E+00,,3.4442E-01,,14.3926,14.3840,0.0056,304.492,103.446,99.587,2,14.376,33.4476,,268.86,2.296,0.188,4.08,0.117,0.47,0.64,6.45
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:17,20-Mar-2025 21:03:17,32.93753,-117.29236,093.4 026.4,093.4,026.4,4.000,4.028,,14.4205,,14.4223,,14.4214,33.4384,,33.4378,33.4372,,33.4345,33.4362,6.0016,,6.2290,,5.8312,,6.2058,,,261.521,271.8963,287.5936,254.096,289.4489,289.8307,288.7122,0.1973,,1.5128,2.4840,0.7389,,4.2669,4.085,24.8925,,24.8911,,,,,,,0.0000E+00,,3.0586E-01,,14.4199,14.4218,0.0112,305.126,103.216,100.288,,,,,,,,,,,,
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:18,20-Mar-2025 21:03:18,32.93752,-117.29236,093.4 026.4,093.4,026.4,5.000,5.036,,14.4182,,14.4185,,14.4184,33.4394,,33.4388,33.4380,,33.4353,33.4371,5.9966,,6.2240,,5.8037,,6.1771,,,261.303,271.6752,287.3683,252.900,289.2181,288.5257,287.9470,0.2047,,1.6121,2.6025,0.7555,,4.2669,4.291,24.8938,,24.8926,,,,,,,0.0000E+00,,2.9726E-01,,14.4175,14.4177,0.0140,305.030,103.126,99.809,,,,,,,,,,,,
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:21,20-Mar-2025 21:03:21,32.93752,-117.29236,093.4 026.4,093.4,026.4,6.000,6.043,,14.3988,,14.4051,,14.4020,33.4366,,33.4360,33.4370,,33.4343,33.4352,5.7218,,5.9456,,5.6247,,5.9906,,,249.327,259.5267,274.9894,245.096,276.5400,280.0102,277.4998,0.2023,,1.5795,2.5641,0.7929,,4.2669,4.755,24.8958,,24.8947,,,,,,,0.0000E+00,,2.8183E-01,,14.3979,14.4042,0.0171,304.871,98.362,96.704,,,,,,,,,,,,
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:22,20-Mar-2025 21:03:22,32.93752,-117.29236,093.4 026.4,093.4,026.4,7.000,7.050,,14.2873,,14.2970,,14.2922,33.4361,,33.4355,33.4380,,33.4353,33.4354,5.0460,,5.2611,,5.0620,,5.4042,,,219.875,229.6506,244.5468,220.572,245.3613,253.2504,248.8986,0.2127,,1.7226,2.7305,0.8353,,4.2669,5.280,24.9189,,24.9183,,,,,,,0.0000E+00,,2.8050E-01,,14.2863,14.2960,0.0201,302.695,86.548,86.841,,,,,,,,,,,,
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:24,20-Mar-2025 21:03:24,32.93750,-117.29236,093.4 026.4,093.4,026.4,8.000,8.057,,14.0367,,14.1676,,14.1022,33.4243,,33.4237,33.4333,,33.4306,33.4272,4.8864,,5.0994,,4.8576,,5.1912,,,212.912,222.5873,237.3495,211.663,237.9900,243.5291,240.4393,0.2377,,2.0898,3.1308,0.8800,,4.2669,5.834,24.9619,,24.9418,,,,,,,0.0000E+00,,2.7620E-01,,14.0355,14.1665,0.0232,298.633,83.382,83.115,,,,,,,,,,,,
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:26,20-Mar-2025 21:03:26,32.93750,-117.29236,093.4 026.4,093.4,026.4,9.000,9.064,,13.3988,,13.5116,,13.4552,33.4650,,33.4644,33.4816,,33.4789,33.4717,4.4313,,4.6385,,4.4551,,4.7718,,,193.050,202.4393,216.8194,194.091,216.9636,224.3551,220.5873,0.2050,,1.6161,2.6073,0.9855,,4.2669,7.142,25.1244,,25.1144,,,,,,,0.0000E+00,,2.5772E-01,,13.3975,13.5103,0.0261,283.186,74.657,75.237,,,,,,,,,,,,
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:28,20-Mar-2025 21:03:28,32.93750,-117.29236,093.4 026.4,093.4,026.4,10.000,10.071,,13.0985,,13.2248,,13.1617,33.4668,,33.4662,33.4842,,33.4815,33.4739,3.6540,,3.8511,,3.6338,,3.9159,,,159.177,168.0785,181.8070,158.300,181.1047,185.3010,183.5540,0.1676,,1.1430,2.0086,1.1092,,4.2669,8.676,25.1859,,25.1741,,,,,,,0.0000E+00,,2.5199E-01,,13.0971,13.2234,0.0289,277.349,61.182,61.012,10,13.654,33.5086,,233.52,2.298,0.287,8.10,0.168,0.91,0.96,10.36
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:29,20-Mar-2025 21:03:29,32.93750,-117.29236,093.4 026.4,093.4,026.4,11.000,11.078,,12.6907,,12.7481,,12.7194,33.5105,,33.5099,33.5331,,33.5304,33.5202,3.5765,,3.7726,,3.6167,,3.8981,,,155.786,164.6387,178.3020,157.534,177.5149,184.4652,181.3836,0.1323,,0.7635,1.4434,1.1860,,4.2669,9.628,25.3001,,25.3064,,,,,,,0.0000E+00,,2.4917E-01,,12.6892,12.7466,0.0317,266.506,59.399,60.145,,,,,,,,,,,,
CalCOFI,2504SH,003,,2504_003d,21-Mar-2025 05:03:32,20-Mar-2025 21:03:32,32.93748,-117.29234,093.4 026.4,093.4,026.4,12.000,12.085,,12.4300,,12.5220,,12.4760,33.5533,,33.5527,33.5690,,33.5663,33.5595,3.4503,,3.6448,,3.4983,,3.7747,,,150.274,159.0473,172.6045,152.366,171.6797,178.8260,175.7153,0.1200,,0.6466,1.2465,1.3123,,4.2669,11.194,25.3839,,25.3783,,,,,,,0.0000E+00,,2.4372E-01,,12.4285,12.5204,0.0343,258.562,57.008,57.913,,,,,,,,,,,,
