Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:20,18-Apr-2025 10:00:20,37.61492,-123.61104,060.0 060.0,060.0,060.0,518.000,522.546,,5.7224,,5.7228,,5.7226,34.2335,,34.2329,34.2300,,34.2273,34.2301,0.3386,,0.4930,0.4036,0.3259,,0.4687,0.3960,0.3998,14.725,21.5464,19.5011,14.171,28.1838,19.0739,19.2875,0.0357,,,,0.8441,,0.0000,40.754,26.9871,,26.9842,,,,,,,0.0000E+00,,8.6409E-02,,5.6780,5.6784,0.8718,112.976,4.845,4.662,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:21,18-Apr-2025 10:00:21,37.61492,-123.61104,060.0 060.0,060.0,060.0,517.000,521.536,,5.7250,,5.7248,,5.7249,34.2335,,34.2329,34.2298,,34.2271,34.2300,0.3385,,0.4929,0.4035,0.3258,,0.4686,0.3959,0.3997,14.722,21.5434,19.4980,14.168,28.1806,19.0707,19.2844,0.0357,,,,0.8440,,0.0000,40.748,26.9867,,26.9838,,,,,,,0.0000E+00,,8.2010E-02,,5.6807,5.6805,0.8718,112.999,4.844,4.662,517,5.725,34.2338,0.377,16.39,,,40.81,0.011,0.00,3.07,79.99
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:27,18-Apr-2025 10:00:27,37.61493,-123.61105,060.0 060.0,060.0,060.0,516.000,520.526,,5.7251,,5.7251,,5.7251,34.2337,,34.2331,34.2299,,34.2272,34.2302,0.3385,,0.4929,0.4035,0.3281,,0.4710,0.3984,0.4010,14.720,21.5414,19.4959,14.267,28.1785,19.1749,19.3354,0.0368,,,,0.8429,,0.0000,40.680,26.9868,,26.9838,,,,,,,0.0000E+00,,7.5560E-02,,5.6809,5.6809,0.8724,112.976,4.843,4.694,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:35,18-Apr-2025 10:00:35,37.61494,-123.61106,060.0 060.0,060.0,060.0,515.000,519.516,,5.7254,,5.7253,,5.7254,34.2335,,34.2329,34.2297,,34.2270,34.2300,0.3384,,0.4928,0.4034,0.3136,,0.4559,0.3829,0.3932,14.718,21.5393,19.4939,13.637,28.1764,18.5117,19.0028,0.0366,,,,0.8399,,0.0000,40.496,26.9866,,26.9837,,,,,,,0.0000E+00,,7.9916E-02,,5.6813,5.6812,0.8735,112.981,4.843,4.487,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:36,18-Apr-2025 10:00:36,37.61492,-123.61106,060.0 060.0,060.0,060.0,514.000,518.506,,5.7270,,5.7261,,5.7266,34.2334,,34.2328,34.2296,,34.2269,34.2299,0.3384,,0.4928,0.4034,0.3343,,0.4775,0.4050,0.4042,14.715,21.5363,19.4908,14.536,28.1732,19.4581,19.4745,0.0366,,,,0.8391,,0.0000,40.447,26.9863,,26.9834,,,,,,,0.0000E+00,,7.6331E-02,,5.6830,5.6821,0.8735,112.998,4.842,4.783,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:38,18-Apr-2025 10:00:38,37.61493,-123.61106,060.0 060.0,060.0,060.0,513.000,517.496,,5.7313,,5.7307,,5.7310,34.2335,,34.2329,34.2297,,34.2270,34.2300,0.3383,,0.4927,0.4033,0.3294,,0.4724,0.3998,0.4016,14.712,21.5333,19.4877,14.326,28.1700,19.2370,19.3624,0.0366,,,,0.8382,,0.0000,40.392,26.9859,,26.9829,,,,,,,0.0000E+00,,7.5962E-02,,5.6873,5.6867,0.8735,113.027,4.841,4.714,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:39,18-Apr-2025 10:00:39,37.61494,-123.61106,060.0 060.0,060.0,060.0,512.000,516.486,,5.7420,,5.7407,,5.7414,34.2347,,34.2341,34.2307,,34.2280,34.2311,0.3362,,0.4905,0.4011,0.3152,,0.4576,0.3846,0.3929,14.622,21.4420,19.3955,13.705,28.0747,18.5833,18.9894,0.0358,,,,0.8376,,0.0000,40.355,26.9855,,26.9825,,,,,,,0.0000E+00,,7.4986E-02,,5.6981,5.6968,0.8735,113.063,4.813,4.511,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:40,18-Apr-2025 10:00:40,37.61494,-123.61106,060.0 060.0,060.0,060.0,511.000,515.476,,5.7571,,5.7559,,5.7565,34.2366,,34.2360,34.2323,,34.2296,34.2328,0.3240,,0.4782,0.3884,0.3164,,0.4588,0.3859,0.3872,14.091,20.9033,18.8512,13.758,27.5126,18.6391,18.7452,0.0354,,,,0.8372,,0.0000,40.330,26.9851,,26.9819,,,,,,,0.0000E+00,,7.3991E-02,,5.7132,5.7120,0.8735,113.107,4.640,4.530,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:41,18-Apr-2025 10:00:41,37.61494,-123.61106,060.0 060.0,060.0,060.0,510.000,514.466,,5.7720,,5.7702,,5.7711,34.2389,,34.2383,34.2342,,34.2315,34.2349,0.3251,,0.4793,0.3895,0.3108,,0.4530,0.3799,0.3847,14.140,20.9530,18.9014,13.518,27.5645,18.3865,18.6440,0.0354,,,,0.8369,,0.0000,40.312,26.9852,,26.9817,,,,,,,0.0000E+00,,7.2654E-02,,5.7281,5.7263,0.8735,113.110,4.658,4.452,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:42,18-Apr-2025 10:00:42,37.61494,-123.61106,060.0 060.0,060.0,060.0,509.000,513.456,,5.8137,,5.8106,,5.8122,34.2429,,34.2423,34.2376,,34.2349,34.2386,0.3170,,0.4711,0.3811,0.3052,,0.4471,0.3739,0.3775,13.787,20.5949,18.5395,13.271,27.1908,18.1264,18.3330,0.0354,,,,0.8368,,0.0000,40.306,26.9831,,26.9794,,,,,,,0.0000E+00,,7.7017E-02,,5.7698,5.7666,0.8735,113.340,4.546,4.375,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:43,18-Apr-2025 10:00:43,37.61494,-123.61106,060.0 060.0,060.0,060.0,508.000,512.446,,5.8226,,5.8210,,5.8218,34.2437,,34.2431,34.2380,,34.2353,34.2392,0.3208,,0.4749,0.3851,0.3026,,0.4444,0.3711,0.3781,13.951,20.7613,18.7077,13.158,27.3644,18.0075,18.3576,0.0354,,,,0.8368,,0.0000,40.306,26.9827,,26.9784,,,,,,,0.0000E+00,,7.7348E-02,,5.7787,5.7771,0.8735,113.383,4.601,4.339,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:44,18-Apr-2025 10:00:44,37.61494,-123.61106,060.0 060.0,060.0,060.0,507.000,511.436,,5.8438,,5.8394,,5.8416,34.2464,,34.2458,34.2403,,34.2376,34.2417,0.3172,,0.4713,0.3813,0.3005,,0.4423,0.3689,0.3751,13.795,20.6030,18.5477,13.067,27.1992,17.9117,18.2297,0.0358,,,,0.8368,,0.0000,40.306,26.9822,,26.9779,,,,,,,0.0000E+00,,7.7321E-02,,5.7999,5.7955,0.8735,113.441,4.552,4.311,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:45,18-Apr-2025 10:00:45,37.61494,-123.61107,060.0 060.0,060.0,060.0,506.000,510.426,,5.8576,,5.8557,,5.8567,34.2475,,34.2469,34.2412,,34.2385,34.2427,0.3136,,0.4676,0.3776,0.3065,,0.4485,0.3753,0.3765,13.635,20.4407,18.3837,13.330,27.0299,18.1886,18.2862,0.0366,,,,0.8368,,0.0000,40.306,26.9814,,26.9766,,,,,,,0.0000E+00,,7.4310E-02,,5.8137,5.8119,0.8735,113.520,4.501,4.400,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:46,18-Apr-2025 10:00:46,37.61494,-123.61108,060.0 060.0,060.0,060.0,505.000,509.416,,5.8673,,5.8644,,5.8659,34.2483,,34.2477,34.2420,,34.2393,34.2435,0.3084,,0.4624,0.3722,0.3043,,0.4462,0.3730,0.3726,13.411,20.2135,18.1541,13.233,26.7927,18.0864,18.1203,0.0361,,,,0.8370,,0.0000,40.318,26.9807,,26.9762,,,,,,,0.0000E+00,,7.6718E-02,,5.8235,5.8206,0.8735,113.578,4.428,4.369,,,,,,,,,,,,
CalCOFI,2504SH,115,,2504_115u,18-Apr-2025 18:00:47,18-Apr-2025 10:00:47,37.61494,-123.61108,060.0 060.0,060.0,060.0,504.000,508.406,,5.8796,,5.8769,,5.8783,34.2489,,34.2483,34.2427,,34.2400,34.2442,0.3118,,0.4658,0.3757,0.2982,,0.4399,0.3664,0.3711,13.560,20.3647,18.3068,12.969,26.9505,17.8085,18.0577,0.0360,,,,0.8373,,0.0000,40.337,26.9797,,26.9752,,,,,,,0.0000E+00,,7.5522E-02,,5.8358,5.8332,0.8735,113.676,4.478,4.283,,,,,,,,,,,,
