Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:03,29-Mar-2025 10:56:03,33.87682,-120.14775,083.3 051.0,083.3,051.0,2.000,2.014,,11.7102,,11.7105,,11.7104,33.7500,,33.7494,33.7480,,33.7453,33.7474,5.1117,,5.3276,4.6879,4.9758,,5.3144,4.6772,4.6826,222.573,232.3875,208.6514,216.655,248.2174,208.1144,208.3829,0.2727,,2.6586,3.9455,1.3836,,11.6377,13.615,25.6727,,25.6710,,,,,,,0.0000E+00,,3.1212E+01,,11.7099,11.7102,-0.0002,230.838,83.297,81.082,,,,,,,,,,,,
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:18,29-Mar-2025 10:56:18,33.87682,-120.14791,083.3 051.0,083.3,051.0,3.000,3.022,,11.7158,,11.7175,,11.7167,33.7502,,33.7496,33.7479,,33.7452,33.7474,5.0591,,5.2744,4.6686,5.0011,,5.3407,4.6868,4.6777,220.283,230.0645,207.3367,217.760,245.7932,208.7675,208.0521,0.2774,,2.7399,4.0038,1.3963,,11.6377,13.744,25.6718,,25.6696,,,,,,,0.0000E+00,,1.2992E+01,,11.7154,11.7172,0.0044,230.946,82.450,81.507,3,11.733,33.7536,5.327,231.95,5.176,0.367,11.68,0.089,0.31,1.06,11.90
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:22,29-Mar-2025 10:56:22,33.87682,-120.14797,083.3 051.0,083.3,051.0,4.000,4.029,,11.7196,,11.7191,,11.7194,33.7501,,33.7495,33.7477,,33.7450,33.7473,5.0863,,5.3019,4.6786,4.9691,,5.3074,4.6746,4.6766,221.469,231.2676,208.0176,216.368,247.0487,207.9448,207.9812,0.2672,,2.5650,3.8761,1.3870,,11.6377,13.650,25.6710,,25.6692,,,,,,,0.0000E+00,,2.4012E+01,,11.7191,11.7185,0.0071,231.043,82.900,80.989,,,,,,,,,,,,
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:24,29-Mar-2025 10:56:24,33.87682,-120.14799,083.3 051.0,083.3,051.0,5.000,5.036,,11.7181,,11.7179,,11.7180,33.7501,,33.7495,33.7477,,33.7450,33.7473,5.1250,,5.3411,4.6928,4.9831,,5.3220,4.6800,4.6864,223.154,232.9768,208.9850,216.976,248.8325,208.3042,208.6446,0.2762,,2.7190,3.9890,1.3885,,11.6377,13.665,25.6713,,25.6695,,,,,,,0.0000E+00,,2.1124E+01,,11.7175,11.7173,0.0094,231.046,83.529,81.214,5,11.708,33.7530,,232.25,5.505,0.934,12.10,0.091,0.34,1.06,12.31
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:26,29-Mar-2025 10:56:26,33.87682,-120.14801,083.3 051.0,083.3,051.0,6.000,6.043,,11.7215,,11.7198,,11.7207,33.7498,,33.7492,33.7475,,33.7448,33.7470,5.1217,,5.3378,4.6916,4.9762,,5.3148,4.6773,4.6845,223.011,232.8318,208.9029,216.676,248.6811,208.1268,208.5149,0.3273,,3.6740,4.5678,1.3920,,11.6377,13.700,25.6704,,25.6691,,,,,,,0.0000E+00,,1.8214E+01,,11.7208,11.7190,0.0117,231.151,83.481,81.105,,,,,,,,,,,,
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:28,29-Mar-2025 10:56:28,33.87682,-120.14803,083.3 051.0,083.3,051.0,7.000,7.050,,11.7199,,11.7197,,11.7198,33.7500,,33.7494,33.7477,,33.7450,33.7472,5.1113,,5.3272,4.6878,4.9796,,5.3183,4.6786,4.6832,222.559,232.3732,208.6434,216.821,248.2026,208.2125,208.4280,0.3504,,4.1505,4.7948,1.3959,,11.6377,13.740,25.6709,,25.6692,,,,,,,0.0000E+00,,1.3588E+01,,11.7191,11.7188,0.0140,231.130,83.309,81.159,,,,,,,,,,,,
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:30,29-Mar-2025 10:56:30,33.87683,-120.14806,083.3 051.0,083.3,051.0,8.000,8.058,,11.7140,,11.7160,,11.7150,33.7503,,33.7497,33.7479,,33.7452,33.7475,5.0953,,5.3110,4.6819,4.9656,,5.3038,4.6733,4.6776,221.860,231.6642,208.2421,216.215,247.4626,207.8544,208.0483,0.3240,,3.6082,4.5336,1.3990,,11.6377,13.771,25.6723,,25.6701,,,,,,,0.0000E+00,,1.1633E+01,,11.7130,11.7150,0.0164,231.026,83.037,80.926,,,,,,,,,,,,
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:32,29-Mar-2025 10:56:32,33.87684,-120.14808,083.3 051.0,083.3,051.0,9.000,9.065,,11.7166,,11.7192,,11.7179,33.7507,,33.7501,33.7475,,33.7448,33.7475,5.0323,,5.2472,4.6587,4.8299,,5.1623,4.6218,4.6403,219.119,228.8837,206.6684,210.305,244.5609,204.3612,205.5148,0.3161,,3.4530,4.4500,1.4009,,11.6377,13.791,25.6722,,25.6692,,,,,,,0.0000E+00,,8.6402E+00,,11.7155,11.7181,0.0187,231.063,82.016,78.719,,,,,,,,,,,,
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:34,29-Mar-2025 10:56:34,33.87682,-120.14811,083.3 051.0,083.3,051.0,10.000,10.072,,11.6973,,11.6817,,11.6895,33.7502,,33.7496,33.7499,,33.7472,33.7484,5.0043,,5.2189,4.6484,4.9797,,5.3184,4.6787,4.6636,217.895,227.6421,205.9656,216.824,243.2652,208.2143,207.0900,0.2999,,3.1450,4.2706,1.3999,,11.6377,13.780,25.6754,,25.6781,,,,,,,0.0000E+00,,6.3564E+00,,11.6961,11.6805,0.0210,230.779,81.525,81.097,,,,,,,,,,,,
CalCOFI,2504SH,048,,2504_048d,29-Mar-2025 18:56:36,29-Mar-2025 10:56:36,33.87684,-120.14814,083.3 051.0,083.3,051.0,11.000,11.079,,11.6818,,11.6744,,11.6781,33.7513,,33.7507,33.7503,,33.7476,33.7492,5.0187,,5.2334,4.6537,4.8922,,5.2273,4.6454,4.6496,218.523,228.2791,206.3262,213.015,243.9300,205.9630,206.1446,0.3446,,4.0282,4.7398,1.3971,,11.6377,13.752,25.6792,,25.6797,,,,,,,0.0000E+00,,5.3445E+00,,11.6804,11.6730,0.0234,230.446,81.734,79.661,11,11.454,33.7839,4.759,207.20,3.797,1.048,14.60,0.088,0.39,1.29,15.45
