Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:21,12-Apr-2025 19:26:21,36.78700,-122.05731,066.7 050.0,066.7,050.0,4.000,4.030,,10.4348,,10.4356,,10.4352,33.7583,,33.7577,33.7542,,33.7515,33.7546,3.4061,,3.6000,3.7027,3.3406,,3.6103,3.7057,3.7042,148.276,157.0206,158.6909,145.425,169.5646,158.6385,158.6647,0.2473,,2.2394,3.1237,0.0563,,17.2622,19.702,25.9082,,25.9048,,,,,,,0.0000E+00,,2.7225E-01,,10.4344,10.4351,0.0018,208.499,54.018,52.978,4,10.504,33.7522,3.715,161.72,3.100,0.804,21.57,0.219,0.66,1.85,28.02
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:31,12-Apr-2025 19:26:31,36.78699,-122.05732,066.7 050.0,066.7,050.0,5.000,5.037,,10.4442,,10.4432,,10.4437,33.7574,,33.7568,33.7543,,33.7516,33.7542,3.4415,,3.6359,3.7408,3.3527,,3.6229,3.7189,3.7299,149.815,158.5817,160.3004,145.951,171.1938,159.1982,159.7493,0.2679,,2.5768,3.4254,0.0572,,17.2622,24.174,25.9058,,25.9036,,,,,,,0.0000E+00,,2.3440E-01,,10.4436,10.4426,0.0055,208.743,54.589,53.179,,,,,,,,,,,,
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:32,12-Apr-2025 19:26:32,36.78698,-122.05732,066.7 050.0,066.7,050.0,6.000,6.045,,10.4445,,10.4442,,10.4444,33.7575,,33.7569,33.7540,,33.7513,33.7541,3.4651,,3.6598,3.7661,3.3636,,3.6343,3.7309,3.7485,150.844,159.6256,161.3766,146.424,172.2831,159.7015,160.5391,0.2522,,2.3177,3.1955,0.0572,,17.2622,24.174,25.9059,,25.9032,,,,,,,0.0000E+00,,2.2031E-01,,10.4438,10.4435,0.0077,208.762,54.964,53.352,,,,,,,,,,,,
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:35,12-Apr-2025 19:26:35,36.78698,-122.05732,066.7 050.0,066.7,050.0,7.000,7.052,,10.4459,,10.4463,,10.4461,33.7575,,33.7569,33.7538,,33.7511,33.7540,3.4942,,3.6893,3.7974,3.3856,,3.6572,3.7550,3.7762,152.111,160.9108,162.7016,147.385,173.6244,160.7240,161.7128,0.2341,,2.0349,2.9304,0.0573,,17.2622,24.671,25.9056,,25.9027,,,,,,,0.0000E+00,,2.0713E-01,,10.4451,10.4455,0.0098,208.806,55.428,53.705,,,,,,,,,,,,
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:38,12-Apr-2025 19:26:38,36.78698,-122.05732,066.7 050.0,066.7,050.0,8.000,8.060,,10.4583,,10.4559,,10.4571,33.7560,,33.7554,33.7526,,33.7499,33.7527,3.4820,,3.6769,3.7843,3.3729,,3.6440,3.7411,3.7627,151.581,160.3732,162.1473,146.833,173.0633,160.1367,161.1420,0.2305,,1.9807,2.8777,0.0574,,17.2622,25.168,25.9024,,25.9001,,,,,,,0.0000E+00,,1.8926E-01,,10.4574,10.4550,0.0119,209.137,55.249,53.514,,,,,,,,,,,,
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:40,12-Apr-2025 19:26:40,36.78698,-122.05734,066.7 050.0,066.7,050.0,9.000,9.067,,10.4564,,10.4558,,10.4561,33.7564,,33.7558,33.7527,,33.7500,33.7529,3.4396,,3.6340,3.7387,3.3665,,3.6373,3.7341,3.7364,149.736,158.5016,160.2178,146.551,171.1102,159.8366,160.0272,0.2805,,2.7941,3.6100,0.0575,,17.2622,25.665,25.9031,,25.9003,,,,,,,0.0000E+00,,1.8516E-01,,10.4553,10.4547,0.0140,209.099,54.574,53.411,,,,,,,,,,,,
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:41,12-Apr-2025 19:26:41,36.78698,-122.05734,066.7 050.0,066.7,050.0,10.000,10.075,,10.4500,,10.4509,,10.4505,33.7570,,33.7564,33.7532,,33.7505,33.7535,3.4321,,3.6264,3.7306,3.3712,,3.6422,3.7392,3.7349,149.407,158.1679,159.8737,146.756,170.7619,160.0547,159.9642,0.2516,,2.3080,3.1867,0.0575,,17.2622,25.665,25.9046,,25.9016,,,,,,,0.0000E+00,,1.8364E-01,,10.4488,10.4497,0.0161,208.972,54.447,53.480,10,10.467,33.7549,,157.28,3.211,0.463,21.82,0.221,0.65,1.86,28.30
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:43,12-Apr-2025 19:26:43,36.78698,-122.05734,066.7 050.0,066.7,050.0,11.000,11.082,,10.4463,,10.4467,,10.4465,33.7574,,33.7568,33.7540,,33.7513,33.7541,3.4366,,3.6309,3.7355,3.3710,,3.6420,3.7390,3.7373,149.604,158.3677,160.0798,146.748,170.9704,160.0462,160.0630,0.2485,,2.2585,3.1413,0.0575,,17.2622,25.665,25.9056,,25.9029,,,,,,,0.0000E+00,,1.8039E-01,,10.4450,10.4454,0.0182,208.903,54.514,53.473,,,,,,,,,,,,
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:45,12-Apr-2025 19:26:45,36.78698,-122.05734,066.7 050.0,066.7,050.0,12.000,12.090,,10.4465,,10.4462,,10.4464,33.7574,,33.7568,33.7539,,33.7512,33.7540,3.4353,,3.6296,3.7341,3.3737,,3.6448,3.7420,3.7381,149.548,158.3109,160.0212,146.864,170.9111,160.1696,160.0954,0.2494,,2.2728,3.1545,0.0575,,17.2622,25.665,25.9056,,25.9030,,,,,,,0.0000E+00,,1.7172E-01,,10.4451,10.4448,0.0203,208.926,54.494,53.515,,,,,,,,,,,,
CalCOFI,2504SH,088,,2504_088d,13-Apr-2025 03:26:47,12-Apr-2025 19:26:47,36.78696,-122.05734,066.7 050.0,066.7,050.0,13.000,13.097,,10.4469,,10.4466,,10.4468,33.7573,,33.7567,33.7540,,33.7513,33.7540,3.4330,,3.6273,3.7316,3.3679,,3.6388,3.7356,3.7336,149.448,158.2095,159.9166,146.614,170.8053,159.9036,159.9101,0.2425,,2.1640,3.0534,0.0575,,17.2622,25.665,25.9054,,25.9029,,,,,,,0.0000E+00,,1.6324E-01,,10.4454,10.4451,0.0224,208.962,54.458,53.424,,,,,,,,,,,,
