Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:00:42,08-Apr-2025 01:00:42,33.15595,-120.00494,086.7 055.0,086.7,055.0,3.000,3.021,,12.4578,,12.4575,,12.4577,33.5322,,33.5316,33.5294,,33.5267,33.5292,5.4906,,5.7114,5.8016,5.4505,,5.8091,5.8530,5.8273,239.144,249.1971,251.2363,237.400,265.7600,253.6116,252.4240,0.2408,,2.1376,3.3913,1.2450,,10.4197,11.062,25.3620,,25.3598,,,,,,,0.0000E+00,,2.0835E-01,,12.4574,12.4571,0.0013,260.408,90.760,90.096,,,,,,,,,,,,
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:00:53,08-Apr-2025 01:00:53,33.15592,-120.00496,086.7 055.0,086.7,055.0,4.000,4.028,,12.4546,,12.4549,,12.4548,33.5315,,33.5309,33.5288,,33.5261,33.5285,5.5404,,5.7619,5.8530,5.4503,,5.8089,5.8528,5.8529,241.315,251.3993,253.4683,237.388,268.0582,253.5990,253.5337,0.2394,,2.1159,3.3530,1.2415,,10.4197,11.021,25.3621,,25.3599,,,,,,,0.0000E+00,,1.8138E-01,,12.4541,12.4544,0.0063,260.424,91.578,90.086,4,12.533,33.5444,5.903,257.11,3.028,0.484,10.59,0.108,0.16,1.02,10.06
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:00:55,08-Apr-2025 01:00:55,33.15592,-120.00496,086.7 055.0,086.7,055.0,5.000,5.036,,12.4537,,12.4539,,12.4538,33.5315,,33.5309,33.5288,,33.5261,33.5285,5.5511,,5.7727,5.8641,5.4481,,5.8066,5.8505,5.8573,241.779,251.8700,253.9454,237.295,268.5495,253.5016,253.7235,0.2426,,2.1655,3.4409,1.2385,,10.4197,10.986,25.3623,,25.3602,,,,,,,0.0000E+00,,1.6799E-01,,12.4530,12.4533,0.0088,260.430,91.752,90.049,,,,,,,,,,,,
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:00:58,08-Apr-2025 01:00:58,33.15592,-120.00496,086.7 055.0,086.7,055.0,6.000,6.043,,12.4560,,12.4550,,12.4555,33.5321,,33.5315,33.5290,,33.5263,33.5289,5.5656,,5.7874,5.8791,5.4590,,5.8179,5.8620,5.8706,242.413,252.5131,254.5972,237.770,269.2206,253.9993,254.2983,0.2277,,1.9390,3.0411,1.2316,,10.4197,10.906,25.3623,,25.3601,,,,,,,0.0000E+00,,1.5895E-01,,12.4552,12.4542,0.0114,260.456,91.997,90.231,,,,,,,,,,,,
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:01:00,08-Apr-2025 01:01:00,33.15592,-120.00495,086.7 055.0,086.7,055.0,7.000,7.050,,12.4626,,12.4618,,12.4622,33.5328,,33.5322,33.5299,,33.5272,33.5297,5.5649,,5.7867,5.8784,5.4286,,5.7862,5.8300,5.8542,242.381,252.4807,254.5643,236.444,269.1867,252.6100,253.5872,0.2322,,2.0062,3.1593,1.2259,,10.4197,10.839,25.3616,,25.3595,,,,,,,0.0000E+00,,1.5714E-01,,12.4617,12.4608,0.0140,260.550,91.998,89.741,,,,,,,,,,,,
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:01:03,08-Apr-2025 01:01:03,33.15591,-120.00496,086.7 055.0,086.7,055.0,8.000,8.057,,12.4570,,12.4539,,12.4555,33.5313,,33.5307,33.5275,,33.5248,33.5278,5.5321,,5.7535,5.8445,5.4179,,5.7751,5.8188,5.8317,240.952,251.0311,253.0951,235.981,267.6740,252.1249,252.6100,0.2194,,1.8178,2.8287,1.2239,,10.4197,10.815,25.3616,,25.3593,,,,,,,0.0000E+00,,1.5106E-01,,12.4560,12.4528,0.0167,260.581,91.444,89.549,,,,,,,,,,,,
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:01:05,08-Apr-2025 01:01:05,33.15590,-120.00496,086.7 055.0,086.7,055.0,9.000,9.064,,12.4451,,12.4415,,12.4433,33.5287,,33.5281,33.5254,,33.5227,33.5254,5.4594,,5.6798,5.7693,5.3674,,5.7225,5.7656,5.7675,237.788,247.8215,249.8421,233.779,264.3245,249.8178,249.8300,0.2214,,1.8467,2.8792,1.2268,,10.4197,10.849,25.3619,,25.3600,,,,,,,0.0000E+00,,1.4774E-01,,12.4439,12.4403,0.0193,260.573,90.220,88.690,,,,,,,,,,,,
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:01:06,08-Apr-2025 01:01:06,33.15592,-120.00496,086.7 055.0,086.7,055.0,10.000,10.071,,12.4334,,12.4357,,12.4346,33.5264,,33.5258,33.5242,,33.5215,33.5237,5.3686,,5.5879,5.6755,5.2937,,5.6457,5.6881,5.6818,233.829,243.8055,245.7717,230.568,260.1334,246.4536,246.1127,0.2194,,1.8178,2.8287,1.2319,,10.4197,10.909,25.3624,,25.3602,,,,,,,0.0000E+00,,1.4658E-01,,12.4321,12.4344,0.0219,260.555,88.695,87.461,10,12.534,33.5444,5.923,257.98,3.168,0.677,10.46,0.090,0.15,0.90,9.93
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:01:09,08-Apr-2025 01:01:09,33.15592,-120.00496,086.7 055.0,086.7,055.0,11.000,11.079,,12.3783,,12.3788,,12.3786,33.5105,,33.5099,33.5136,,33.5109,33.5104,5.2894,,5.5076,5.5937,5.2157,,5.5644,5.6061,5.5999,230.384,240.3109,242.2298,227.173,256.4864,242.8965,242.5632,0.2023,,1.5795,2.4147,1.2423,,10.4197,11.031,25.3606,,25.3629,,,,,,,0.0000E+00,,1.3990E-01,,12.3768,12.3774,0.0245,260.744,87.279,86.066,,,,,,,,,,,,
CalCOFI,2504SH,068,,2504_068d,08-Apr-2025 09:01:11,08-Apr-2025 01:01:11,33.15591,-120.00494,086.7 055.0,086.7,055.0,12.000,12.086,,12.2879,,12.2857,,12.2868,33.4983,,33.4977,33.4958,,33.4931,33.4954,5.2038,,5.4209,5.5052,5.1329,,5.4781,5.5190,5.5121,226.653,236.5262,238.3939,223.563,252.5366,239.1142,238.7541,0.1907,,1.4266,2.1517,1.2600,,10.4197,11.238,25.3685,,25.3670,,,,,,,0.0000E+00,,1.3632E-01,,12.2863,12.2842,0.0272,260.020,85.697,84.523,,,,,,,,,,,,
