Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:33:13,14-Apr-2025 22:33:13,35.21748,-123.77498,070.0 080.0,070.0,080.0,517.000,521.426,,5.3138,,5.3129,,5.3134,34.1799,,34.1793,34.1764,,34.1737,34.1765,0.4759,,0.6320,0.6459,0.4637,,0.6123,0.6494,0.6477,20.697,27.6044,27.5452,20.163,34.5059,27.3427,27.4440,0.0366,,,,0.9355,,0.0000,41.238,26.9935,,26.9908,,,,,,,0.0000E+00,,4.1010E-02,,5.2712,5.2703,0.9403,111.829,6.742,6.568,517,5.314,34.1766,0.627,27.27,,,41.46,0.007,0.00,3.11,79.10
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:33:14,14-Apr-2025 22:33:14,35.21748,-123.77498,070.0 080.0,070.0,080.0,516.000,520.416,,5.3056,,5.3045,,5.3051,34.1782,,34.1776,34.1748,,34.1721,34.1749,0.4776,,0.6338,0.6477,0.4597,,0.6082,0.6451,0.6464,20.771,27.6795,27.6211,19.991,34.5842,27.1611,27.3911,0.0363,,,,0.9355,,0.0000,41.238,26.9931,,26.9906,,,,,,,0.0000E+00,,4.1233E-02,,5.2631,5.2620,0.9403,111.845,6.765,6.510,,,,,,,,,,,,
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:33:46,14-Apr-2025 22:33:46,35.21746,-123.77492,070.0 080.0,070.0,080.0,515.000,519.406,,5.2929,,5.2934,,5.2932,34.1758,,34.1752,34.1730,,34.1703,34.1728,0.4828,,0.6390,0.6531,0.4697,,0.6186,0.6558,0.6545,20.996,27.9077,27.8519,20.425,34.8224,27.6193,27.7356,0.0357,,,,0.9351,,0.0000,41.215,26.9927,,26.9904,,,,,,,0.0000E+00,,3.9283E-02,,5.2506,5.2511,0.9438,111.854,6.836,6.650,,,,,,,,,,,,
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:34:19,14-Apr-2025 22:34:19,35.21745,-123.77488,070.0 080.0,070.0,080.0,514.000,518.397,,5.2678,,5.2705,,5.2692,34.1699,,34.1693,34.1674,,34.1647,34.1670,0.5032,,0.6597,0.6742,0.4879,,0.6375,0.6751,0.6747,21.882,28.8065,28.7606,21.215,35.7604,28.4533,28.6070,0.0354,,,,0.9343,,0.0000,41.168,26.9909,,26.9887,,,,,,,0.0000E+00,,3.2975E-02,,5.2256,5.2283,0.9475,111.976,7.120,6.903,,,,,,,,,,,,
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:34:19,14-Apr-2025 22:34:19,35.21746,-123.77488,070.0 080.0,070.0,080.0,513.000,517.387,,5.2735,,5.2731,,5.2733,34.1697,,34.1691,34.1673,,34.1646,34.1669,0.5063,,0.6628,0.6774,0.4918,,0.6416,0.6792,0.6783,22.017,28.9434,28.8990,21.386,35.9033,28.6338,28.7664,0.0354,,,,0.9340,,0.0000,41.150,26.9901,,26.9883,,,,,,,0.0000E+00,,3.5189E-02,,5.2314,5.2310,0.9475,112.049,7.165,6.959,,,,,,,,,,,,
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:34:20,14-Apr-2025 22:34:20,35.21746,-123.77488,070.0 080.0,070.0,080.0,512.000,516.377,,5.2821,,5.2812,,5.2817,34.1702,,34.1696,34.1675,,34.1648,34.1672,0.5095,,0.6661,0.6807,0.4899,,0.6396,0.6772,0.6790,22.155,29.0834,29.0406,21.304,36.0494,28.5472,28.7939,0.0354,,,,0.9337,,0.0000,41.132,26.9895,,26.9875,,,,,,,0.0000E+00,,3.2592E-02,,5.2400,5.2392,0.9475,112.100,7.211,6.934,,,,,,,,,,,,
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:34:20,14-Apr-2025 22:34:20,35.21746,-123.77488,070.0 080.0,070.0,080.0,511.000,515.367,,5.2892,,5.2887,,5.2890,34.1695,,34.1689,34.1667,,34.1640,34.1665,0.5108,,0.6674,0.6820,0.4862,,0.6358,0.6733,0.6777,22.214,29.1433,29.1011,21.145,36.1118,28.3794,28.7403,0.0354,,,,0.9335,,0.0000,41.121,26.9881,,26.9860,,,,,,,0.0000E+00,,3.7440E-02,,5.2472,5.2467,0.9475,112.229,7.231,6.883,,,,,,,,,,,,
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:34:21,14-Apr-2025 22:34:21,35.21746,-123.77488,070.0 080.0,070.0,080.0,510.000,514.357,,5.2899,,5.2880,,5.2890,34.1687,,34.1681,34.1659,,34.1632,34.1657,0.5091,,0.6657,0.6803,0.4902,,0.6399,0.6775,0.6789,22.141,29.0692,29.0262,21.315,36.0345,28.5588,28.7925,0.0363,,,,0.9333,,0.0000,41.109,26.9873,,26.9854,,,,,,,0.0000E+00,,3.5097E-02,,5.2480,5.2461,0.9475,112.291,7.208,6.939,,,,,,,,,,,,
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:34:23,14-Apr-2025 22:34:23,35.21745,-123.77488,070.0 080.0,070.0,080.0,509.000,513.348,,5.2890,,5.2886,,5.2888,34.1686,,34.1680,34.1656,,34.1629,34.1655,0.5061,,0.6626,0.6772,0.4911,,0.6409,0.6785,0.6779,22.008,28.9343,28.8898,21.358,35.8938,28.6042,28.7470,0.0356,,,,0.9329,,0.0000,41.085,26.9874,,26.9850,,,,,,,0.0000E+00,,3.8229E-02,,5.2472,5.2468,0.9475,112.273,7.164,6.952,,,,,,,,,,,,
CalCOFI,2504SH,099,,2504_099u,15-Apr-2025 06:34:25,14-Apr-2025 22:34:25,35.21744,-123.77488,070.0 080.0,070.0,080.0,508.000,512.338,,5.2925,,5.2905,,5.2915,34.1698,,34.1692,34.1665,,34.1638,34.1665,0.5147,,0.6713,0.6861,0.4967,,0.6467,0.6844,0.6853,22.381,29.3127,29.2723,21.599,36.2886,28.8587,29.0655,0.0354,,,,0.9325,,0.0000,41.062,26.9879,,26.9856,,,,,,,0.0000E+00,,3.4631E-02,,5.2508,5.2487,0.9475,112.216,7.286,7.031,,,,,,,,,,,,
