Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:33:43,30-Mar-2025 19:33:43,33.88195,-118.45830,086.8 032.5,086.8,032.5,31.000,31.225,,11.2835,,11.2648,,11.2742,33.7016,,33.7010,33.7010,,33.6983,33.6997,3.2237,,3.4153,3.4457,3.1386,,3.3998,3.4519,3.4488,140.359,148.9896,150.0247,136.656,161.1834,150.2993,150.1620,0.4818,,7.3918,5.0486,1.8513,,0.0000,16.805,25.7141,,25.7170,,,,,,,0.0000E+00,,3.8508E-01,,11.2796,11.2610,0.0723,227.607,52.043,50.649,31,11.284,33.6994,3.564,155.18,4.647,2.158,16.36,0.107,2.62,1.57,14.67
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:33:48,30-Mar-2025 19:33:48,33.88192,-118.45830,086.8 032.5,086.8,032.5,30.000,30.218,,11.2788,,11.2784,,11.2786,33.7024,,33.7018,33.6997,,33.6970,33.6994,3.3245,,3.5174,3.5533,3.2609,,3.5273,3.5811,3.5672,144.752,153.4458,154.7141,141.979,165.8340,155.9195,155.3168,0.3019,,3.1822,4.8451,1.8478,,0.0000,16.763,25.7156,,25.7135,,,,,,,0.0000E+00,,3.8092E-01,,11.2751,11.2747,0.0723,227.439,53.666,52.637,,,,,,,,,,,,
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:33:53,30-Mar-2025 19:33:53,33.88192,-118.45830,086.8 032.5,086.8,032.5,29.000,29.210,,11.3027,,11.3053,,11.3040,33.7001,,33.6995,33.6963,,33.6936,33.6966,3.3607,,3.5541,3.5919,3.2991,,3.5671,3.6214,3.6067,146.326,155.0425,156.3943,143.643,167.5002,157.6764,157.0354,0.4146,,5.6213,4.9726,1.8432,,0.0000,16.708,25.7094,,25.7060,,,,,,,0.0000E+00,,3.7499E-01,,11.2992,11.3017,0.0723,228.003,54.277,53.283,,,,,,,,,,,,
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:33:57,30-Mar-2025 19:33:57,33.88192,-118.45830,086.8 032.5,086.8,032.5,28.000,28.203,,11.3244,,11.3280,,11.3262,33.6979,,33.6973,33.6940,,33.6913,33.6943,3.3885,,3.5822,3.6216,3.3189,,3.5877,3.6423,3.6320,147.537,156.2709,157.6871,144.510,168.7822,158.5918,158.1395,0.3280,,3.6880,4.8747,1.8317,,0.0000,16.571,25.7037,,25.7000,,,,,,,0.0000E+00,,3.7102E-01,,11.3209,11.3245,0.0723,228.521,54.750,53.629,,,,,,,,,,,,
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:34:00,30-Mar-2025 19:34:00,33.88192,-118.45830,086.8 032.5,086.8,032.5,27.000,27.196,,11.3385,,11.3397,,11.3391,33.6965,,33.6959,33.6927,,33.6900,33.6930,3.3945,,3.5883,3.6280,3.3275,,3.5967,3.6514,3.6397,147.799,156.5367,157.9668,144.881,169.0596,158.9835,158.4752,0.3404,,3.9408,4.8887,1.8129,,0.0000,16.347,25.7000,,25.6968,,,,,,,0.0000E+00,,3.6988E-01,,11.3351,11.3363,0.0723,228.847,54.863,53.779,,,,,,,,,,,,
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:34:04,30-Mar-2025 19:34:04,33.88192,-118.45830,086.8 032.5,086.8,032.5,26.000,26.188,,11.3525,,11.3516,,11.3521,33.6953,,33.6947,33.6915,,33.6888,33.6918,3.4009,,3.5948,3.6348,3.3338,,3.6033,3.6580,3.6464,148.078,156.8197,158.2646,145.157,169.3550,159.2749,158.7698,0.2996,,3.1394,4.8425,1.7925,,0.0000,16.104,25.6966,,25.6938,,,,,,,0.0000E+00,,3.6722E-01,,11.3493,11.3484,0.0723,229.153,54.982,53.895,,,,,,,,,,,,
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:34:09,30-Mar-2025 19:34:09,33.88192,-118.45830,086.8 032.5,086.8,032.5,25.000,25.181,,11.3640,,11.3626,,11.3633,33.6937,,33.6931,33.6906,,33.6879,33.6905,3.4062,,3.6001,3.6405,3.3368,,3.6064,3.6612,3.6509,148.311,157.0561,158.5133,145.291,169.6016,159.4164,158.9649,0.2958,,3.0692,4.8382,1.7676,,0.0000,15.807,25.6932,,25.6910,,,,,,,0.0000E+00,,3.6322E-01,,11.3609,11.3595,0.0723,229.451,55.081,53.957,,,,,,,,,,,,
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:34:12,30-Mar-2025 19:34:12,33.88190,-118.45830,086.8 032.5,086.8,032.5,24.000,24.174,,11.3787,,11.3825,,11.3806,33.6932,,33.6926,33.6890,,33.6863,33.6895,3.4157,,3.6098,3.6506,3.3605,,3.6311,3.6862,3.6684,148.724,157.4750,158.9542,146.321,170.0388,160.5039,159.7291,0.2376,,2.0882,4.7724,1.7428,,0.0000,15.511,25.6901,,25.6861,,,,,,,0.0000E+00,,3.6568E-01,,11.3757,11.3796,0.0723,229.722,55.252,54.362,,,,,,,,,,,,
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:34:16,30-Mar-2025 19:34:16,33.88190,-118.45830,086.8 032.5,086.8,032.5,23.000,23.166,,11.4222,,11.4422,,11.4322,33.6931,,33.6925,33.6886,,33.6859,33.6892,3.5049,,3.7001,3.7459,3.4833,,3.7590,3.8159,3.7809,152.609,161.4160,163.1014,151.672,174.1516,166.1536,164.6275,0.2552,,2.3662,4.7923,1.7078,,0.0000,15.094,25.6820,,25.6749,,,,,,,0.0000E+00,,3.5886E-01,,11.4194,11.4393,0.0723,230.467,56.747,56.421,,,,,,,,,,,,
CalCOFI,2504SH,056,,2504_056u,31-Mar-2025 03:34:20,30-Mar-2025 19:34:20,33.88190,-118.45830,086.8 032.5,086.8,032.5,22.000,22.159,,11.5285,,11.5773,,11.5529,33.6894,,33.6888,33.6781,,33.6754,33.6821,3.7844,,3.9832,4.0442,3.7081,,3.9933,4.0532,4.0487,164.783,173.7653,176.0969,161.465,187.0393,176.4933,176.2951,0.2419,,2.1546,4.7773,1.6540,,0.0000,14.453,25.6596,,25.6419,,,,,,,0.0000E+00,,3.5394E-01,,11.5257,11.5745,0.0723,232.573,61.409,60.229,,,,,,,,,,,,
