Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:07:30,22-Mar-2025 00:07:30,31.84610,-119.56835,093.3 060.0,093.3,060.0,5.000,5.035,,13.3064,,13.3074,,13.3069,33.3007,,33.3001,33.2996,,33.2969,33.2985,5.8082,,6.0331,,5.6587,,6.0260,,,253.065,263.3185,268.2766,246.548,280.4971,268.5110,268.3938,0.1588,,1.0423,0.6532,0.9919,,4.0297,5.689,25.0157,,25.0147,,,,,,,0.0000E+00,,8.7206E-02,,13.3056,13.3066,-0.0123,293.405,97.570,95.057,5,13.305,33.306,,265.73,0.636,0.256,3.88,0.072,0.26,0.52,2.59
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:29,22-Mar-2025 00:08:29,31.84601,-119.56878,093.3 060.0,093.3,060.0,6.000,6.042,,13.3074,,13.3067,,13.3071,33.3025,,33.3019,33.3008,,33.2981,33.3000,5.8634,,6.0890,,5.6818,,6.0501,,,255.470,265.7582,270.7581,247.556,283.0431,269.5828,270.1705,0.1409,,0.8500,0.6518,0.8008,,4.0297,3.377,25.0170,,25.0158,,,,,,,0.0000E+00,,7.3312E-02,,13.3065,13.3059,0.0135,293.322,98.500,95.447,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:24,22-Mar-2025 00:08:24,31.84601,-119.56875,093.3 060.0,093.3,060.0,7.000,7.049,,13.3072,,13.3070,,13.3071,33.3024,,33.3018,33.3008,,33.2981,33.3000,5.8841,,6.1100,,5.6727,,6.0406,,,256.373,266.6742,271.6899,247.161,283.9991,269.1628,270.4264,0.1453,,0.8957,0.6549,0.8558,,4.0297,4.042,25.0169,,25.0158,,,,,,,0.0000E+00,,6.6318E-02,,13.3063,13.3061,0.0132,293.352,98.848,95.295,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:26,22-Mar-2025 00:08:26,31.84600,-119.56877,093.3 060.0,093.3,060.0,8.000,8.056,,13.3086,,13.3081,,13.3084,33.3025,,33.3019,33.3009,,33.2982,33.3001,5.8887,,6.1147,,5.6741,,6.0421,,,256.570,266.8740,271.8932,247.223,284.2076,269.2287,270.5610,0.1460,,0.9031,0.6553,0.8606,,4.0297,4.100,25.0168,,25.0156,,,,,,,0.0000E+00,,6.3425E-02,,13.3075,13.3070,0.0161,293.393,98.927,95.321,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:30,22-Mar-2025 00:08:30,31.84600,-119.56880,093.3 060.0,093.3,060.0,9.000,9.063,,13.3092,,13.3090,,13.3091,33.3024,,33.3018,33.3009,,33.2982,33.3000,5.8520,,6.0775,,5.6666,,6.0343,,,254.973,265.2540,270.2453,246.896,282.5170,268.8810,269.5632,0.1357,,0.7973,0.6458,0.8662,,4.0297,4.168,25.0166,,25.0155,,,,,,,0.0000E+00,,5.3335E-02,,13.3079,13.3078,0.0191,293.435,98.312,95.196,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:31,22-Mar-2025 00:08:31,31.84599,-119.56880,093.3 060.0,093.3,060.0,10.000,10.070,,13.3096,,13.3088,,13.3092,33.3023,,33.3017,33.3006,,33.2979,33.2998,5.8435,,6.0689,,5.6562,,6.0234,,,254.601,264.8767,269.8615,246.441,282.1232,268.3972,269.1294,0.1403,,0.8438,0.6512,0.8656,,4.0297,4.161,25.0165,,25.0153,,,,,,,0.0000E+00,,5.1064E-02,,13.3082,13.3075,0.0220,293.474,98.169,95.020,10,13.305,33.3045,,,0.605,0.256,4.36,0.076,0.3,0.56,3.21
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:32,22-Mar-2025 00:08:32,31.84599,-119.56881,093.3 060.0,093.3,060.0,11.000,11.077,,13.3091,,13.3090,,13.3091,33.3013,,33.3007,33.2998,,33.2971,33.2989,5.8463,,6.0717,,5.6639,,6.0315,,,254.722,264.9994,269.9863,246.774,282.2513,268.7513,269.3688,0.1425,,0.8665,0.6531,0.8639,,4.0297,4.140,25.0158,,25.0147,,,,,,,0.0000E+00,,4.8400E-02,,13.3076,13.3074,0.0250,293.568,98.214,95.149,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:34,22-Mar-2025 00:08:34,31.84599,-119.56882,093.3 060.0,093.3,060.0,12.000,12.084,,13.3063,,13.3066,,13.3065,33.3090,,33.3084,33.3063,,33.3036,33.3060,5.8171,,6.0421,,5.6691,,6.0369,,,253.450,263.7091,268.6738,247.004,280.9047,268.9958,268.8348,0.1453,,0.8957,0.6549,0.8593,,4.0297,4.085,25.0224,,25.0202,,,,,,,0.0000E+00,,4.8272E-02,,13.3046,13.3049,0.0279,292.973,97.724,95.237,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:37,22-Mar-2025 00:08:37,31.84598,-119.56884,093.3 060.0,093.3,060.0,13.000,13.091,,13.3021,,13.3023,,13.3022,33.3142,,33.3136,33.3121,,33.3094,33.3115,5.7947,,6.0195,,5.6689,,6.0367,,,252.471,262.7160,267.6637,246.992,279.8683,268.9831,268.3234,0.1509,,0.9554,0.6563,0.8540,,4.0297,4.020,25.0273,,25.0256,,,,,,,0.0000E+00,,4.6179E-02,,13.3003,13.3005,0.0309,292.534,97.341,95.228,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:38,22-Mar-2025 00:08:38,31.84598,-119.56885,093.3 060.0,093.3,060.0,14.000,14.099,,13.3014,,13.3006,,13.3010,33.3150,,33.3144,33.3142,,33.3115,33.3130,5.7935,,6.0182,,5.6579,,6.0252,,,252.422,262.6663,267.6131,246.514,279.8164,268.4748,268.0440,0.1392,,0.8326,0.6501,0.8520,,4.0297,3.996,25.0280,,25.0276,,,,,,,0.0000E+00,,4.5977E-02,,13.2995,13.2987,0.0338,292.488,97.321,95.042,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:40,22-Mar-2025 00:08:40,31.84597,-119.56887,093.3 060.0,093.3,060.0,15.000,15.106,,13.3044,,13.3032,,13.3038,33.3122,,33.3116,33.3115,,33.3088,33.3102,5.7803,,6.0049,,5.6457,,6.0125,,,251.846,262.0820,267.0188,245.982,279.2067,267.9091,267.4640,0.1405,,0.8459,0.6514,0.8514,,4.0297,3.989,25.0253,,25.0250,,,,,,,0.0000E+00,,4.1789E-02,,13.3024,13.3012,0.0368,292.771,97.103,94.840,,,,,,,,,,,,
CalCOFI,2504SH,011,,2504_011d,22-Mar-2025 08:08:42,22-Mar-2025 00:08:42,31.84596,-119.56888,093.3 060.0,093.3,060.0,16.000,16.113,,13.3053,,13.3049,,13.3051,33.3114,,33.3108,33.3100,,33.3073,33.3091,5.8043,,6.0292,,5.6594,,6.0268,,,252.891,263.1420,268.0970,246.576,280.3129,268.5407,268.3189,0.1355,,0.7953,0.6455,0.8544,,4.0297,4.025,25.0246,,25.0235,,,,,,,0.0000E+00,,4.0366E-02,,13.3031,13.3027,0.0397,292.871,97.508,95.071,,,,,,,,,,,,
