Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:28,26-Mar-2025 17:40:28,32.91808,-122.11964,083.3 080.0,083.3,080.0,517.000,521.323,,5.4083,,5.4080,,5.4082,34.2438,,34.2432,34.2427,,34.2400,34.2416,0.3046,,0.4585,0.4347,0.3085,,0.4506,0.4379,0.4363,13.246,20.0461,19.3455,13.417,26.6181,19.1423,19.2439,0.0354,,,,4.0259,,0.0000,,27.0330,,27.0322,,,,,,,0.0000E+00,,5.0724E-02,,5.3653,5.3650,0.8456,108.242,4.326,4.382,,,,,,,,,,,,
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:29,26-Mar-2025 17:40:29,32.91808,-122.11964,083.3 080.0,083.3,080.0,516.000,520.314,,5.4098,,5.4098,,5.4098,34.2430,,34.2424,34.2415,,34.2388,34.2406,0.3046,,0.4585,0.4347,0.3082,,0.4503,0.4376,0.4362,13.244,20.0441,19.3435,13.401,26.6159,19.1256,19.2346,0.0354,,,,4.0283,,0.0000,,27.0322,,27.0310,,,,,,,0.0000E+00,,5.1347E-02,,5.3669,5.3669,0.8456,108.309,4.326,4.377,516,5.410,34.2423,0.484,21.05,,,41.34,0.006,0.00,3.09,87.87
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:31,26-Mar-2025 17:40:31,32.91808,-122.11964,083.3 080.0,083.3,080.0,515.000,519.304,,5.4108,,5.4106,,5.4107,34.2424,,34.2418,34.2409,,34.2382,34.2400,0.3045,,0.4584,0.4346,0.3090,,0.4511,0.4384,0.4365,13.242,20.0421,19.3414,13.438,26.6138,19.1641,19.2528,0.0354,,,,4.0301,,0.0000,,27.0315,,27.0304,,,,,,,0.0000E+00,,5.1178E-02,,5.3679,5.3677,0.8456,108.359,4.325,4.389,,,,,,,,,,,,
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:32,26-Mar-2025 17:40:32,32.91810,-122.11964,083.3 080.0,083.3,080.0,514.000,518.294,,5.4106,,5.4103,,5.4105,34.2422,,34.2416,34.2408,,34.2381,34.2399,0.3045,,0.4584,0.4346,0.3116,,0.4538,0.4411,0.4379,13.240,20.0401,19.3394,13.549,26.6117,19.2796,19.3095,0.0363,,,,4.0311,,0.0000,,27.0314,,27.0303,,,,,,,0.0000E+00,,5.1076E-02,,5.3678,5.3675,0.8456,108.357,4.325,4.425,,,,,,,,,,,,
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:33,26-Mar-2025 17:40:33,32.91810,-122.11962,083.3 080.0,083.3,080.0,513.000,517.285,,5.4121,,5.4119,,5.4120,34.2412,,34.2406,34.2398,,34.2371,34.2389,0.3068,,0.4608,0.4370,0.3134,,0.4557,0.4430,0.4400,13.342,20.1435,19.4427,13.628,26.7197,19.3617,19.4022,0.0354,,,,4.0312,,0.0000,,27.0304,,27.0293,,,,,,,0.0000E+00,,5.1005E-02,,5.3694,5.3692,0.8456,108.439,4.358,4.451,,,,,,,,,,,,
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:34,26-Mar-2025 17:40:34,32.91810,-122.11962,083.3 080.0,083.3,080.0,512.000,516.275,,5.4140,,5.4140,,5.4140,34.2405,,34.2399,34.2389,,34.2362,34.2381,0.3140,,0.4681,0.4443,0.3107,,0.4529,0.4402,0.4423,13.653,20.4590,19.7578,13.510,27.0489,19.2390,19.4984,0.0358,,,,4.0307,,0.0000,,27.0297,,27.0284,,,,,,,0.0000E+00,,4.7743E-02,,5.3714,5.3713,0.8456,108.501,4.460,4.413,,,,,,,,,,,,
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:38,26-Mar-2025 17:40:38,32.91811,-122.11960,083.3 080.0,083.3,080.0,511.000,515.265,,5.4143,,5.4148,,5.4146,34.2407,,34.2401,34.2389,,34.2362,34.2382,0.3103,,0.4643,0.4405,0.3143,,0.4566,0.4439,0.4422,13.492,20.2957,19.5947,13.667,26.8785,19.4023,19.4985,0.0358,,,,4.0256,,0.0000,,27.0298,,27.0283,,,,,,,0.0000E+00,,5.0507E-02,,5.3717,5.3723,0.8459,108.481,4.407,4.464,,,,,,,,,,,,
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:41,26-Mar-2025 17:40:41,32.91812,-122.11958,083.3 080.0,083.3,080.0,510.000,514.256,,5.4243,,5.4235,,5.4239,34.2385,,34.2379,34.2367,,34.2340,34.2360,0.3154,,0.4695,0.4457,0.3203,,0.4629,0.4502,0.4480,13.715,20.5219,19.8206,13.928,27.1146,19.6738,19.7472,0.0359,,,,4.0224,,0.0000,,27.0268,,27.0255,,,,,,,0.0000E+00,,4.6402E-02,,5.3818,5.3810,0.8462,108.754,4.481,4.551,,,,,,,,,,,,
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:43,26-Mar-2025 17:40:43,32.91812,-122.11958,083.3 080.0,083.3,080.0,509.000,513.246,,5.4286,,5.4282,,5.4284,34.2378,,34.2372,34.2359,,34.2332,34.2352,0.3198,,0.4739,0.4501,0.3214,,0.4640,0.4513,0.4507,13.906,20.7156,20.0141,13.976,27.3167,19.7237,19.8689,0.0362,,,,4.0205,,0.0000,,27.0257,,27.0243,,,,,,,0.0000E+00,,4.7532E-02,,5.3862,5.3858,0.8462,108.852,4.544,4.567,,,,,,,,,,,,
CalCOFI,2504SH,030,,2504_030u,27-Mar-2025 01:40:45,26-Mar-2025 17:40:45,32.91812,-122.11958,083.3 080.0,083.3,080.0,508.000,512.237,,5.4352,,5.4338,,5.4345,34.2370,,34.2364,34.2352,,34.2325,34.2345,0.3148,,0.4689,0.4451,0.3197,,0.4623,0.4495,0.4473,13.690,20.4965,19.7953,13.901,27.0881,19.6457,19.7205,0.0354,,,,4.0197,,0.0000,,27.0243,,27.0231,,,,,,,0.0000E+00,,4.9180E-02,,5.3929,5.3915,0.8462,108.982,4.474,4.543,,,,,,,,,,,,
