Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:15,16-Apr-2025 02:54:15,36.61997,-122.42006,066.7 055.0,066.7,055.0,4.000,4.030,,12.9905,,12.9896,,12.9901,33.0277,,33.0271,33.0239,,33.0212,33.0242,6.8459,,7.0842,7.0887,6.7115,,7.1232,7.1037,7.0962,298.321,309.2262,312.8973,292.462,328.4064,312.8206,312.8590,0.8371,,20.6773,5.2469,0.2376,,0.0000,1.127,24.8673,,24.8645,,,,,,,0.0000E+00,,1.8084E-01,,12.9900,12.9891,0.0021,307.512,114.061,111.816,4,13.011,33.0423,7.069,308.04,5.262,0.775,0.97,0.021,0.13,0.28,1.87
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:26,16-Apr-2025 02:54:26,36.61998,-122.42011,066.7 055.0,066.7,055.0,5.000,5.037,,12.9906,,12.9903,,12.9905,33.0278,,33.0272,33.0241,,33.0214,33.0243,6.9171,,7.1563,7.1602,6.7071,,7.1186,7.0992,7.1297,301.423,312.3729,316.0813,292.271,331.6902,312.6210,314.3512,0.7990,,18.9367,4.9999,0.2464,,0.0000,1.638,24.8673,,24.8645,,,,,,,0.0000E+00,,1.5975E-01,,12.9899,12.9897,0.0055,307.537,115.247,111.744,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:27,16-Apr-2025 02:54:27,36.61998,-122.42012,066.7 055.0,066.7,055.0,6.000,6.045,,12.9905,,12.9909,,12.9907,33.0286,,33.0280,33.0249,,33.0222,33.0251,6.9404,,7.1799,7.1836,6.7129,,7.1246,7.1052,7.1444,302.437,313.4015,317.1221,292.523,332.7637,312.8843,315.0032,0.7992,,18.9456,5.0012,0.2442,,0.0000,1.510,24.8680,,24.8651,,,,,,,0.0000E+00,,1.4183E-01,,12.9897,12.9901,0.0086,307.495,115.635,111.843,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:29,16-Apr-2025 02:54:29,36.61998,-122.42013,066.7 055.0,066.7,055.0,7.000,7.052,,12.9944,,12.9933,,12.9939,33.0286,,33.0280,33.0248,,33.0221,33.0251,6.9400,,7.1795,7.1832,6.7007,,7.1119,7.0926,7.1379,302.422,313.3863,317.1068,291.992,332.7478,312.3294,314.7181,0.7991,,18.9412,5.0005,0.2436,,0.0000,1.476,24.8672,,24.8645,,,,,,,0.0000E+00,,1.3032E-01,,12.9934,12.9924,0.0117,307.596,115.639,111.645,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:31,16-Apr-2025 02:54:31,36.61998,-122.42014,066.7 055.0,066.7,055.0,8.000,8.060,,12.9874,,12.9875,,12.9875,33.0271,,33.0265,33.0236,,33.0209,33.0237,6.9191,,7.1584,7.1622,6.7085,,7.1200,7.1006,7.1314,301.507,312.4581,316.1676,292.332,331.7792,312.6847,314.4262,0.8591,,21.7170,5.3896,0.2436,,0.0000,1.476,24.8675,,24.8647,,,,,,,0.0000E+00,,1.2661E-01,,12.9864,12.9865,0.0148,307.599,115.271,111.761,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:33,16-Apr-2025 02:54:33,36.61999,-122.42015,066.7 055.0,066.7,055.0,9.000,9.067,,12.9858,,12.9856,,12.9857,33.0270,,33.0264,33.0232,,33.0205,33.0235,6.9201,,7.1594,7.1632,6.7226,,7.1347,7.1151,7.1392,301.552,312.5037,316.2137,292.948,331.8268,313.3285,314.7711,0.8546,,21.5023,5.3604,0.2441,,0.0000,1.505,24.8678,,24.8649,,,,,,,0.0000E+00,,1.2220E-01,,12.9846,12.9844,0.0178,307.599,115.285,111.992,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:35,16-Apr-2025 02:54:35,36.62000,-122.42017,066.7 055.0,066.7,055.0,10.000,10.074,,12.9878,,12.9879,,12.9879,33.0281,,33.0275,33.0245,,33.0218,33.0247,6.8400,,7.0782,7.0827,6.6795,,7.0898,7.0709,7.0768,298.063,308.9645,312.6325,291.069,328.1333,311.3648,311.9987,0.7832,,18.2371,4.8974,0.2470,,0.0000,1.673,24.8683,,24.8654,,,,,,,0.0000E+00,,1.1746E-01,,12.9864,12.9866,0.0209,307.579,113.956,111.280,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:37,16-Apr-2025 02:54:37,36.62000,-122.42018,066.7 055.0,066.7,055.0,11.000,11.082,,12.9865,,12.9880,,12.9873,33.0286,,33.0280,33.0251,,33.0224,33.0252,6.5621,,6.7968,6.8037,6.4616,,6.8627,6.8474,6.8256,285.952,296.6791,300.2014,281.574,315.3122,301.4417,300.8216,0.7849,,18.3118,4.9085,0.2522,,0.0000,1.975,24.8689,,24.8659,,,,,,,0.0000E+00,,1.1568E-01,,12.9850,12.9865,0.0241,307.543,109.323,107.651,11,13.014,33.0466,,305.51,4.888,1.274,1.54,0.026,0.20,0.32,2.23
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:38,16-Apr-2025 02:54:38,36.62000,-122.42018,066.7 055.0,066.7,055.0,12.000,12.089,,12.9399,,12.9539,,12.9469,33.0246,,33.0240,33.0223,,33.0196,33.0218,6.4241,,6.6570,6.6651,6.3036,,6.6981,6.6853,6.6752,279.937,290.5775,294.0273,274.688,308.9446,294.2452,294.1363,0.8174,,19.7679,5.1192,0.2577,,0.0000,2.294,24.8750,,24.8705,,,,,,,0.0000E+00,,1.1588E-01,,12.9383,12.9523,0.0271,306.991,106.919,104.943,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:40,16-Apr-2025 02:54:40,36.62000,-122.42019,066.7 055.0,066.7,055.0,13.000,13.097,,12.8751,,12.8732,,12.8742,33.0276,,33.0270,33.0267,,33.0240,33.0255,6.2486,,6.4792,6.4888,6.0838,,6.4690,6.4599,6.4744,272.285,282.8153,286.1731,265.104,300.8440,284.2291,285.2011,0.7535,,16.9574,4.7049,0.2659,,0.0000,2.771,24.8901,,24.8898,,,,,,,0.0000E+00,,1.1007E-01,,12.8733,12.8715,0.0302,305.580,103.860,101.117,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:42,16-Apr-2025 02:54:42,36.62000,-122.42021,066.7 055.0,066.7,055.0,14.000,14.104,,12.8002,,12.7676,,12.7839,33.0510,,33.0504,33.0654,,33.0627,33.0566,6.0294,,6.2572,6.2687,5.8833,,6.2601,6.2542,6.2615,262.727,273.1197,276.3624,256.355,290.7256,275.0856,275.7240,0.5114,,8.2465,3.1351,0.2787,,0.0000,3.514,24.9229,,24.9404,,,,,,,0.0000E+00,,1.0893E-01,,12.7984,12.7657,0.0333,302.482,100.077,97.594,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:44,16-Apr-2025 02:54:44,36.62000,-122.42022,066.7 055.0,066.7,055.0,15.000,15.112,,12.7018,,12.6859,,12.6939,33.1074,,33.1068,33.1175,,33.1148,33.1108,5.9636,,6.1905,6.2026,5.7874,,6.1601,6.1558,6.1792,259.842,270.1931,273.4011,252.162,287.6714,270.7036,272.0524,0.2975,,3.1005,1.7482,0.2919,,0.0000,4.280,24.9858,,24.9967,,,,,,,0.0000E+00,,1.0965E-01,,12.6998,12.6839,0.0363,296.517,98.817,95.872,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:46,16-Apr-2025 02:54:46,36.62000,-122.42022,066.7 055.0,066.7,055.0,16.000,16.119,,12.6538,,12.6423,,12.6481,33.1438,,33.1432,33.1549,,33.1522,33.1477,5.9029,,6.1290,6.1417,5.7510,,6.1222,6.1185,6.1301,257.186,267.4989,270.6749,250.568,284.8597,269.0377,269.8563,0.2174,,1.7892,1.2288,0.3056,,0.0000,5.076,25.0233,,25.0342,,,,,,,0.0000E+00,,1.0680E-01,,12.6516,12.6401,0.0393,292.971,97.735,95.205,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:48,16-Apr-2025 02:54:48,36.62002,-122.42024,066.7 055.0,066.7,055.0,17.000,17.127,,12.6351,,12.6330,,12.6341,33.1679,,33.1673,33.1704,,33.1677,33.1675,5.8378,,6.0631,6.0763,5.6798,,6.0480,6.0455,6.0609,254.348,264.6200,267.7619,247.459,281.8553,265.7885,266.7752,0.1723,,1.1985,0.9364,0.3199,,0.0000,5.906,25.0457,,25.0480,,,,,,,0.0000E+00,,1.0379E-01,,12.6328,12.6307,0.0422,290.869,96.636,94.016,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:49,16-Apr-2025 02:54:49,36.62002,-122.42024,066.7 055.0,066.7,055.0,18.000,18.134,,12.6272,,12.6273,,12.6273,33.1817,,33.1811,33.1807,,33.1780,33.1796,5.7043,,5.9279,5.9422,5.5313,,5.8933,5.8931,5.9177,248.528,258.7162,261.7881,240.989,275.6941,259.0268,260.4075,0.1722,,1.1973,0.9357,0.3314,,0.0000,6.574,25.0579,,25.0571,,,,,,,0.0000E+00,,1.0866E-01,,12.6248,12.6250,0.0451,289.732,94.418,91.554,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:51,16-Apr-2025 02:54:51,36.62002,-122.42025,066.7 055.0,066.7,055.0,19.000,19.142,,12.5875,,12.5723,,12.5799,33.2010,,33.2004,33.2054,,33.2027,33.2016,5.5187,,5.7399,5.7559,5.3500,,5.7043,5.7072,5.7316,240.433,250.5046,253.4790,233.082,267.1245,250.7633,252.1212,0.1450,,0.8926,0.7594,0.3432,,0.0000,7.260,25.0806,,25.0869,,,,,,,0.0000E+00,,1.0687E-01,,12.5850,12.5698,0.0481,287.598,91.282,88.466,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:53,16-Apr-2025 02:54:53,36.62002,-122.42026,066.7 055.0,066.7,055.0,20.000,20.149,,12.3344,,12.2999,,12.3172,33.2502,,33.2496,33.2626,,33.2599,33.2548,5.3274,,5.5461,5.5637,5.1681,,5.5148,5.5206,5.5422,232.079,242.0303,244.9042,225.138,258.2808,242.4611,243.6827,0.1007,,0.4791,0.4721,0.3617,,0.0000,8.334,25.1673,,25.1836,,,,,,,0.0000E+00,,1.0441E-01,,12.3318,12.2973,0.0509,279.360,87.682,85.007,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:56,16-Apr-2025 02:54:56,36.62002,-122.42027,066.7 055.0,066.7,055.0,21.000,21.157,,12.1257,,12.0505,,12.0881,33.2848,,33.2842,33.3071,,33.3044,33.2943,5.1372,,5.3535,5.3727,5.0077,,5.3476,5.3561,5.3644,223.781,233.6128,236.3869,218.131,249.4963,235.1382,235.7626,0.0872,,0.3735,0.3846,0.3817,,0.0000,9.495,25.2340,,25.2655,,,,,,,0.0000E+00,,1.0632E-01,,12.1229,12.0478,0.0537,273.040,84.200,81.959,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:57,16-Apr-2025 02:54:57,36.62002,-122.42030,066.7 055.0,066.7,055.0,22.000,22.164,,11.9389,,11.9226,,11.9308,33.3196,,33.3190,33.3304,,33.3277,33.3234,5.0716,,5.2870,5.3069,4.9416,,5.2787,5.2883,5.2976,220.911,230.7015,233.4410,215.243,246.4580,232.1200,232.7805,0.0906,,0.3992,0.4066,0.3941,,0.0000,10.215,25.2962,,25.3076,,,,,,,0.0000E+00,,1.0461E-01,,11.9361,11.9198,0.0564,267.140,82.819,80.673,,,,,,,,,,,,
CalCOFI,2504SH,104,,2504_104d,16-Apr-2025 10:54:59,16-Apr-2025 02:54:59,36.62004,-122.42030,066.7 055.0,066.7,055.0,23.000,23.172,,11.8055,,11.7755,,11.7905,33.3304,,33.3298,33.3423,,33.3396,33.3347,4.8907,,5.1038,5.1252,4.7523,,5.0815,5.0941,5.1097,213.024,222.7009,225.3455,206.992,238.1086,223.4969,224.4212,0.0897,,0.3924,0.4008,0.4079,,0.0000,11.017,25.3294,,25.3442,,,,,,,0.0000E+00,,1.0526E-01,,11.8026,11.7725,0.0591,263.996,79.648,77.350,,,,,,,,,,,,
