Project,Study,Ord_Occ,Event_Num,Cast_ID,Date_Time_UTC,Date_Time_PST,Lat_Dec,Lon_Dec,Sta_ID,Line,Sta,Depth,Pressure,PrQ,Temp1,Temp1Q,Temp2,Temp2Q,TempAve,Salt1,Salt1Q,Salt1_Corr,Salt2,Salt2Q,Salt2_Corr,SaltAve_Corr,Ox1,Ox1Q,Ox1_CruiseCorr,Ox1_StaCorr,Ox2,Ox2Q,Ox2_CruiseCorr,Ox2_StaCorr,OxAve_StaCorr,Ox1uM,Ox1uM_CruiseCorr,Ox1uM_StaCorr,Ox2uM,Ox2uM_CruiseCorr,Ox2uM_StaCorr,OxAveuM_StaCorr,FluorV,FluorQ,EstChl_CruiseCorr,EstChl_StaCorr,ISUSV,ISUSQ,EstNO3_CruiseCorr,EstNO3_StaCorr,SigThetaTS1,SigThetaTS1Q,SigThetaTS2,SigThetaTS2Q,BAT,XMiss,TransQ,pH,pHQ,SPAR,SPARQ,PAR,PARQ,PoT1,PoT2,DynHt,SVA,OxSat1,OxSat2,BTL_Depth,BTL_Temp,SaltB,OxB,OxBuM,Chl-a,Phaeo,NO3,NO2,NH4,PO4,SIL
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:58:57,12-Apr-2025 16:58:57,36.79430,-121.84358,067.1 047.7,067.1,047.7,3.000,3.022,,12.8608,,12.8612,,12.8610,33.5529,,33.5523,33.5497,,33.5470,33.5497,6.7573,,6.9945,6.9790,6.6648,,7.0745,6.9771,6.9781,294.332,305.1798,304.9896,290.307,324.1835,306.9400,305.9648,0.5129,,8.2911,7.2970,0.2763,,4.1037,3.871,25.2995,,25.2969,,,,,,,0.0000E+00,,1.2754E+01,,12.8604,12.8608,0.0006,266.355,112.651,111.109,3,12.773,33.5617,6.964,303.33,7.820,0.679,3.94,0.080,0.31,0.53,5.33
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:22,12-Apr-2025 16:59:22,36.79432,-121.84363,067.1 047.7,067.1,047.7,4.000,4.030,,12.8557,,12.8560,,12.8559,33.5532,,33.5526,33.5499,,33.5472,33.5499,6.8470,,7.0853,7.0682,6.6712,,7.0812,6.9836,7.0259,298.243,309.1471,308.9509,290.583,328.3238,307.2255,308.0882,0.5263,,8.6941,7.5013,0.2683,,4.1037,3.396,25.3008,,25.2982,,,,,,,0.0000E+00,,8.5273E+00,,12.8551,12.8555,0.0077,266.258,114.136,111.203,,,,,,,,,,,,
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:27,12-Apr-2025 16:59:27,36.79432,-121.84364,067.1 047.7,067.1,047.7,5.000,5.037,,12.8548,,12.8546,,12.8547,33.5532,,33.5526,33.5500,,33.5473,33.5500,6.8798,,7.1185,7.1008,6.6664,,7.0762,6.9788,7.0398,299.670,310.5946,310.3963,290.377,329.8345,307.0124,308.7044,0.5258,,8.6789,7.4937,0.2706,,4.1037,3.532,25.3010,,25.2985,,,,,,,0.0000E+00,,4.5509E+00,,12.8541,12.8540,0.0106,266.265,114.680,111.121,,,,,,,,,,,,
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:30,12-Apr-2025 16:59:30,36.79432,-121.84364,067.1 047.7,067.1,047.7,6.000,6.045,,12.8551,,12.8548,,12.8550,33.5533,,33.5527,33.5500,,33.5473,33.5500,6.8833,,7.1221,7.1043,6.6714,,7.0814,6.9838,7.0441,299.820,310.7468,310.5482,290.595,329.9933,307.2379,308.8931,0.5472,,9.3415,7.8200,0.2744,,4.1037,3.758,25.3010,,25.2985,,,,,,,0.0000E+00,,3.6841E+00,,12.8543,12.8540,0.0133,266.290,114.739,111.205,,,,,,,,,,,,
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:32,12-Apr-2025 16:59:32,36.79432,-121.84364,067.1 047.7,067.1,047.7,7.000,7.052,,12.8613,,12.8596,,12.8605,33.5533,,33.5527,33.5502,,33.5475,33.5501,6.8766,,7.1153,7.0976,6.6579,,7.0673,6.9702,7.0339,299.531,310.4536,310.2555,290.004,329.6873,306.6266,308.4411,0.5542,,9.5635,7.9267,0.2768,,4.1037,3.901,25.2998,,25.2977,,,,,,,0.0000E+00,,2.3045E+00,,12.8604,12.8586,0.0160,266.431,114.643,110.990,,,,,,,,,,,,
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:34,12-Apr-2025 16:59:34,36.79432,-121.84364,067.1 047.7,067.1,047.7,8.000,8.060,,12.8709,,12.8711,,12.8710,33.5529,,33.5523,33.5492,,33.5465,33.5494,6.8629,,7.1014,7.0840,6.6459,,7.0548,6.9581,7.0211,298.934,309.8480,309.6508,289.482,329.0553,306.0865,307.8687,0.5525,,9.5093,7.9008,0.2773,,4.1037,3.931,25.2977,,25.2947,,,,,,,0.0000E+00,,2.1483E+00,,12.8698,12.8701,0.0187,266.662,114.436,110.816,,,,,,,,,,,,
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:36,12-Apr-2025 16:59:36,36.79432,-121.84364,067.1 047.7,067.1,047.7,9.000,9.067,,12.8674,,12.8682,,12.8678,33.5531,,33.5525,33.5495,,33.5468,33.5497,6.8051,,7.0429,7.0265,6.6200,,7.0278,6.9320,6.9793,296.417,307.2948,307.1014,288.357,326.3908,304.9227,306.0121,0.5540,,9.5571,7.9237,0.2788,,4.1037,4.020,25.2985,,25.2955,,,,,,,0.0000E+00,,1.4669E+00,,12.8662,12.8670,0.0214,266.610,113.465,110.378,9,12.777,33.5634,,308.08,7.451,0.972,3.91,0.077,0.29,0.53,5.49
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:37,12-Apr-2025 16:59:37,36.79432,-121.84364,067.1 047.7,067.1,047.7,10.000,10.075,,12.8661,,12.8658,,12.8660,33.5531,,33.5525,33.5496,,33.5469,33.5497,6.7588,,6.9960,6.9805,6.6039,,7.0110,6.9157,6.9481,294.401,305.2498,305.0594,287.653,324.2566,304.1944,304.6269,0.5360,,8.9918,7.6492,0.2806,,4.1037,4.127,25.2988,,25.2961,,,,,,,0.0000E+00,,1.0292E+00,,12.8648,12.8645,0.0241,266.610,112.690,110.104,,,,,,,,,,,,
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:39,12-Apr-2025 16:59:39,36.79433,-121.84366,067.1 047.7,067.1,047.7,11.000,11.082,,12.8621,,12.8626,,12.8624,33.5533,,33.5527,33.5499,,33.5472,33.5500,6.6129,,6.8482,6.8353,6.4921,,6.8945,6.8030,6.8192,288.042,298.7992,298.6186,282.786,317.5248,299.1595,298.8891,0.5522,,9.4998,7.8962,0.2845,,4.1037,4.359,25.2998,,25.2971,,,,,,,0.0000E+00,,8.2261E-01,,12.8607,12.8611,0.0267,266.545,110.247,108.234,,,,,,,,,,,,
CalCOFI,2504SH,087,,2504_087d,13-Apr-2025 00:59:42,12-Apr-2025 16:59:42,36.79434,-121.84366,067.1 047.7,067.1,047.7,12.000,12.090,,12.8369,,12.8448,,12.8409,33.5532,,33.5526,33.5497,,33.5470,33.5498,6.2191,,6.4493,6.4436,6.1327,,6.5200,6.4407,6.4422,270.892,281.4022,281.2479,267.128,299.3693,282.9613,282.1046,0.5575,,9.6690,7.9770,0.2949,,4.1037,4.977,25.3047,,25.3004,,,,,,,0.0000E+00,,6.6947E-01,,12.8353,12.8432,0.0294,266.104,103.630,102.204,,,,,,,,,,,,
