Project,Study,Ord_Occ,Sta_ID,Cruise_Cast,Cast_ID,FileName,SeasaveAcqVer,Temperature_SN,Conductivity_SN,Bytes/Scan,Num_VoltageWords,ScansAve_DeckUnit,StartCast_PST,NMEA_Latitude,NMEA_Longitude,NMEA_UTC_,Store_Lat/Lon_Data,number_of_scans_to_average,pressure_baud_rate,NMEA_baud_rate,A/D_offset,GPIB_address,Ship,Cruise,Station,Cast,Operator,Cast Type,System_UTC,scan,timeJ,prDM,t090C,t190C,TRANSV,FLUORV,ALTV,PARV,OX1V,OX2V,ISUSV,PHV,spar,par,latitude,longitude,depSM,sal00,sal11,sbeox0ML/L,sbeox0PS,sbox0Mm/Kg,sbeox1ML/L,sbeox1PS,sbox1Mm/Kg,Sigma-theta00,Sigma-theta11,potemp090C,potemp190C,dm,sva,nbin,ProcDate,SBEDataProcVers,CTD.File,CTD.Con,datcnv_Ox1_hysteresis_corr,Filter_tcA,Filter_tcB,Filter_tcAvars,Filter_tcBvars,AlignCTD_Adv,celltm_alpha,celltm_tau,celltm_tsensors,derive_CNV.File,derive_CNV.Con,Derive_docdt,derive_ox_tau_corr,Loopedit_minVel,Loopedit_excl_bad_scans,Binavg_bintype,Binavg_binsize
CalCOFI,2504SH,021,090.0 090.0,2504_021,2504_021u,2504021.hex,.107,5102,3569,44,5,1,24-Mar-2025 19:21:04,31 25.10 N,121 59.34 W,25-Mar-2025 Mar 24 2025 19:19:49,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 90.0,021,KDV,PRODO,25-Mar-2025 Mar 24 2025 19:21:04,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.4183,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:00,7.26.7.129 [datcnv_vars = 21],2504021.hex,4021.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504021.cnv,4021.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,021,090.0 090.0,2504_021,2504_021d,2504021.hex,.107,5102,3569,44,5,1,24-Mar-2025 19:21:04,31 25.10 N,121 59.34 W,25-Mar-2025 Mar 24 2025 19:19:49,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 90.0,021,KDV,PRODO,25-Mar-2025 Mar 24 2025 19:21:04,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.4183,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:00,7.26.7.129 [datcnv_vars = 21],2504021.hex,4021.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504021.cnv,4021.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,022,090.0 080.0,2504_022,2504_022u,2504022.hex,.107,5102,3569,44,5,1,25-Mar-2025 02:02:22,31 45.11 N,121 18.79 W,25-Mar-2025 Mar 25 2025 02:00:53,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 80.0,022,KDV,ROS,25-Mar-2025 Mar 25 2025 02:02:22,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.7518,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:02,7.26.7.129 [datcnv_vars = 21],2504022.hex,4022.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504022.cnv,4022.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,022,090.0 080.0,2504_022,2504_022d,2504022.hex,.107,5102,3569,44,5,1,25-Mar-2025 02:02:22,31 45.11 N,121 18.79 W,25-Mar-2025 Mar 25 2025 02:00:53,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 80.0,022,KDV,ROS,25-Mar-2025 Mar 25 2025 02:02:22,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.7518,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:02,7.26.7.129 [datcnv_vars = 21],2504022.hex,4022.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504022.cnv,4022.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,023,086.7 080.0,2504_023,2504_023u,2504023.hex,.107,5102,3569,44,5,1,25-Mar-2025 08:06:54,32 19.46 N,121 42.73 W,25-Mar-2025 Mar 25 2025 08:05:40,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 80.0,023,ALE,ROS,25-Mar-2025 Mar 25 2025 08:06:54,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.3243,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:16:52,7.26.7.129 [datcnv_vars = 21],2504023.hex,4023.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504023.cnv,4023.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,023,086.7 080.0,2504_023,2504_023d,2504023.hex,.107,5102,3569,44,5,1,25-Mar-2025 08:06:54,32 19.46 N,121 42.73 W,25-Mar-2025 Mar 25 2025 08:05:40,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 80.0,023,ALE,ROS,25-Mar-2025 Mar 25 2025 08:06:54,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.3243,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:16:52,7.26.7.129 [datcnv_vars = 21],2504023.hex,4023.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504023.cnv,4023.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,024,086.7 090.0,2504_024,2504_024u,2504024.hex,.107,5102,3569,44,5,1,25-Mar-2025 13:07:50,31 59.37 N,122 23.49 W,25-Mar-2025 Mar 25 2025 13:07:08,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 90.0,024,ALE,ROS,25-Mar-2025 Mar 25 2025 13:07:50,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.9895,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:17:01,7.26.7.129 [datcnv_vars = 21],2504024.hex,4024.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504024.cnv,4024.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,024,086.7 090.0,2504_024,2504_024d,2504024.hex,.107,5102,3569,44,5,1,25-Mar-2025 13:07:50,31 59.37 N,122 23.49 W,25-Mar-2025 Mar 25 2025 13:07:08,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 90.0,024,ALE,ROS,25-Mar-2025 Mar 25 2025 13:07:50,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.9895,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:17:01,7.26.7.129 [datcnv_vars = 21],2504024.hex,4024.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504024.cnv,4024.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,025,086.7 100.0,2504_025,2504_025u,2504025.hex,.107,5102,3569,44,5,1,25-Mar-2025 18:56:32,31 39.23 N,123 04.11 W,26-Mar-2025 Mar 25 2025 18:54:11,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 100.0,025,KDV,PRODO,26-Mar-2025 Mar 25 2025 18:56:32,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.6538,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:30,7.26.7.129 [datcnv_vars = 21],2504025.hex,4025.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504025.cnv,4025.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,025,086.7 100.0,2504_025,2504_025d,2504025.hex,.107,5102,3569,44,5,1,25-Mar-2025 18:56:32,31 39.23 N,123 04.11 W,26-Mar-2025 Mar 25 2025 18:54:11,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 100.0,025,KDV,PRODO,26-Mar-2025 Mar 25 2025 18:56:32,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.6538,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:30,7.26.7.129 [datcnv_vars = 21],2504025.hex,4025.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504025.cnv,4025.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,026,086.7 110.0,2504_026,2504_026u,2504026.hex,.107,5102,3569,44,5,1,26-Mar-2025 01:05:32,31 19.30 N,123 44.44 W,26-Mar-2025 Mar 26 2025 01:03:48,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 110.0,026,JMA,ROS,26-Mar-2025 Mar 26 2025 01:05:32,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.3217,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:32,7.26.7.129 [datcnv_vars = 21],2504026.hex,4026.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504026.cnv,4026.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,026,086.7 110.0,2504_026,2504_026d,2504026.hex,.107,5102,3569,44,5,1,26-Mar-2025 01:05:32,31 19.30 N,123 44.44 W,26-Mar-2025 Mar 26 2025 01:03:48,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 110.0,026,JMA,ROS,26-Mar-2025 Mar 26 2025 01:05:32,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.3217,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:32,7.26.7.129 [datcnv_vars = 21],2504026.hex,4026.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504026.cnv,4026.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,027,083.3 110.0,2504_027,2504_027u,2504027.hex,.107,5102,3569,44,5,1,26-Mar-2025 07:19:23,31 54.52 N,124 10.11 W,26-Mar-2025 Mar 26 2025 07:18:25,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,83.3 110.0,027,LTI,ROS,26-Mar-2025 Mar 26 2025 07:19:23,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.9087,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:34,7.26.7.129 [datcnv_vars = 21],2504027.hex,4027.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504027.cnv,4027.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,027,083.3 110.0,2504_027,2504_027d,2504027.hex,.107,5102,3569,44,5,1,26-Mar-2025 07:19:23,31 54.52 N,124 10.11 W,26-Mar-2025 Mar 26 2025 07:18:25,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,83.3 110.0,027,LTI,ROS,26-Mar-2025 Mar 26 2025 07:19:23,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.9087,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:34,7.26.7.129 [datcnv_vars = 21],2504027.hex,4027.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504027.cnv,4027.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,028,083.3 100.0,2504_028,2504_028u,2504028.hex,.107,5102,3569,44,5,1,26-Mar-2025 12:49:36,32 14.80 N,123 29.48 W,26-Mar-2025 Mar 26 2025 12:47:54,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,83.3 100.0,028,ALE,ROS,26-Mar-2025 Mar 26 2025 12:49:36,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.2467,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:11:36,7.26.7.129 [datcnv_vars = 21],2504028.hex,4028.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504028.cnv,4028.XMLCON,seconds: 2,yes,,,meters,1
